,Unnamed: 0,设备编号,资产编号,设备名称,设备型号,设备规格,制造厂,出厂年月,使用部门,安装地点,立卡年月,启用年月,ABC分类,财务分类,原值(元),完好状态,当前管理状态,状态变动日期,使用年限(年),供货商,出厂编号,单价(元),设备属性,生产用途,责任人,备注
2836,,5806152,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2002-06,赤壁子公司,103,2003-04,2003-04,B,,21000.0,完好,封存,2021-09-23,0,,D5950,0.0,设备,生产,,
2837,,5806151,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2002-06,赤壁子公司,103,2003-04,2003-04,B,,21000.0,完好,封存,2021-09-23,0,,D5959,0.0,设备,生产,,
2838,,5806141,,逆变式半自动焊机,NB-350B IGBT,15KVA,湘华/同诚公司联营,2002-06,赤壁子公司,103,2003-04,2003-04,B,,19000.0,完好,封存,2021-09-23,0,,02060608,0.0,设备,生产,,
2839,,5806139,,逆变式半自动焊机(换),NB-500KR,15KVA,武汉华中,2002-06,赤壁子公司,103,2003-04,2003-04,B,,19000.0,完好,封存,2021-09-23,0,,02060603,0.0,设备,生产,,
2843,,2101028,,双梁桥式起重机,QD10t×22.5,10t×22.5,蒲圻起重机械厂,2001-11,赤壁子公司,产业园006北跨西,2002-05,2002-05,B,运输设备,258244.43,完好,在用, ,12,,030,253000.0,设备,生产,,
2844,,0504020,,摇臂钻床,Z3063×20,Φ63×2000mm,桂林第二机床厂,2001-12,赤壁子公司,108,2002-05,2002-05,C,,95000.0,不完好,封存,2021-09-23,0,,60162,0.0,设备,生产,,
2845,,0117003,,数控车床,CAK6150,Φ500×1390,沈阳第一机床厂,2001-07,赤壁子公司,102,2002-05,2002-05,B,机械设备,144370.0,完好,在用, ,14,,HK0403,0.0,设备,生产,,1
2846,,5804107,,可控硅整流弧焊机,ZX5-400,24KVA,武汉华中电焊机厂,2001-05,赤壁子公司,,2002-04,2002-04,B,自动化、半自动化控制设备,8000.0,完好,在用, ,12,,20010406,0.0,设备,生产,,
2847,,0302002,净值为0,轻便式龙门刨床,BQ2010型,1000×3000 m,太原第一机床厂,1977-01,赤壁子公司,产业园03北跨,2002-04,2002-04,B,机械设备,95000.0,完好,在用, ,14,,140,0.0,设备,生产,,
2848,,5830003,,空气等离子切割机,LG-E40,＜=12mm,江苏华强焊割公司,2001-09,赤壁子公司,103南/西,2002-04,2002-04,C,,7700.0,完好,在用, ,0,,201081602,0.0,设备,生产,,
2849,,5806122,,CO2自动焊机,YD-500KR2HGE,31.9KVA,唐山松下,2001-04,赤壁子公司,103,2002-04,2002-04,B,,22300.0,完好,封存,2021-09-23,0,,S0526,0.0,设备,生产,,
2850,,5804109,,可控硅整流弧焊机,ZX5-400,24KVA,武汉华中电焊机厂,2001-05,赤壁子公司,103,2002-04,2002-04,B,自动化、半自动化控制设备,8000.0,完好,在用, ,12,,20010402,0.0,设备,生产,,
2851,,5804108,,可控硅整流弧焊机,ZX5-400,24KVA,武汉华中电焊机厂,2000-01,赤壁子公司,103,2002-04,2002-04,B,自动化、半自动化控制设备,8000.0,完好,在用, ,12,,20000909,0.0,设备,生产,,
2854,,4509036,,柜式空调,KFR-70W/7400,2900/2600,格力公司,2001-01,赤壁子公司,计量室,2001-11,2001-11,C,动力设备,6900.0,完好,在用, ,14,,141800633,0.0,设备,非生产,,
2855,,4509035,,柜式空调,KFR60LW/G411,6000/7700,格力公司,2001-09,赤壁子公司,计量室,2001-11,2001-11,C,动力设备,5850.0,完好,在用, ,14,,165800549,0.0,设备,非生产,,
2856,,4509034,,柜式空调,KFR60LW/G411,6000/7700,格力公司,2001-08,赤壁子公司,计量室,2001-11,2001-11,C,动力设备,5850.0,完好,在用, ,14,,165800185,0.0,设备,非生产,,
2857,,4509033,,柜式空调,KFR60LW/G411,6000/7700,格力公司,2000-09,赤壁子公司,计量室,2001-11,2001-11,C,动力设备,5850.0,完好,在用, ,14,,042513262,0.0,设备,非生产,,
2858,,5807011/X,,CO2气体保护焊,XC-500,18.1KVA,日本OTC,2001-05,赤壁子公司,,2013-08,2001-09,C,自动化、半自动化控制设备,23850.0,完好,在用, ,12,,P0255048,0.0,设备,生产,,
2859,,7701002,,阀门校验台,,,自制,2000-12,赤壁子公司,检测站,2001-08,2001-08,C,通用测试仪器设备,7518.33,完好,在用, ,12,,,0.0,设备,生产,,
2863,,5799005,,焊条烘箱,YGCH-X-60,500℃,吴江电热电气厂,2000-03,赤壁子公司,产业园002,2000-12,2000-12,C,自动化、半自动化控制设备,13462.54,完好,封存,2021-09-23,12,,20000310,0.0,设备,生产,,
2864,,2101027,,双梁吊钩桥式起重机,QD32/10t×22.5m,32/10t×22.5m,湖北蒲圻起重机总厂,2000-06,赤壁子公司,产业园007,2000-12,2000-12,B,运输设备,600343.02,完好,封存,2020-08-27,12,,007,570343.02,设备,生产,,
2865,,0504019,,摇臂钻床,Z3063×20/,Φ63×2000mm,中捷摇臂钻床厂,2000-04,赤壁子公司,产业园03北跨,2000-12,2000-12,C,机械设备,181818.32,完好,在用, ,14,,090206,0.0,设备,生产,,
2866,,5804104,,可控硅整流弧焊机,ZX5-400,24KVA,武汉华中电焊机厂,2000-08,赤壁子公司,,2000-12,2000-12,C,自动化、半自动化控制设备,12034.28,完好,在用, ,12,,20000905,0.0,设备,生产,,
2867,,5804102,,可控硅整流弧焊机,ZX5-400,24KVA,武汉华中电焊机厂,2000-08,赤壁子公司,103,2000-12,2000-12,C,自动化、半自动化控制设备,12034.28,完好,在用, ,12,,20000903,0.0,设备,生产,,
2868,,5117032,,低压配电屏,BSL(改),,中国长城开关厂,2000-04,赤壁子公司,配电总站,2000-11,2000-11,C,变电配电设备,8470.37,完好,在用, ,18,,204326,0.0,设备,生产,,
2869,,5117031,,低压电容柜,BSL,,中国长城开关厂,2000-04,赤壁子公司,配电总站,2000-11,2000-11,C,变电配电设备,66000.0,完好,在用, ,18,,204327,0.0,设备,生产,,
2870,,5117030,,高压开关柜,XGN2-29,1000A  10KV,中国长城开关厂,2000-04,赤壁子公司,配电总站,2000-11,2000-11,C,变电配电设备,90500.0,完好,在用, ,18,,24077,0.0,设备,生产,,
2871,,5117029,,高压计量柜,,,中国长城开关厂,2000-04,赤壁子公司,配电总站,2000-11,2000-11,C,变电配电设备,76000.0,完好,在用, ,18,,24076,0.0,设备,生产,,
2872,,5806118,,CO2自动焊机,YD-500KR1VTA,31.9KVA,唐山松下,2000-04,赤壁子公司,103,2000-09,2000-09,C,,33233.99,完好,封存,2021-09-23,0,,S8022,0.0,设备,生产,,
2873,,5806117,,CO2自动焊机,YD-500KR1VTA,31.9KVA,唐山松下,2000-04,赤壁子公司,103,2000-09,2000-09,C,,33233.99,完好,封存,2021-09-23,0,,S8017,0.0,设备,生产,,
2874,,5806116,,CO2自动焊机,YD-500KR1VTA,31.9KVA,唐山松下,1999-12,赤壁子公司,103,2000-09,2000-09,C,,33234.0,完好,封存,2021-09-23,0,,07470,0.0,设备,生产,,
2875,,5804100,,交直流两用焊机,ZXE1-400,32KVA,浙江东海电焊机厂,1999-07,赤壁子公司,103#,2000-04,2000-04,C,自动化、半自动化控制设备,9214.47,完好,在用, ,12,,190,0.0,设备,生产,,
2876,,5804099,,交直流两用焊机,ZXE1-400,32KVA,浙江东海电焊机厂,1999-07,赤壁子公司,103#,2000-04,2000-04,C,自动化、半自动化控制设备,9214.47,完好,在用, ,12,,120,0.0,设备,生产,,
2877,,5804098,,交直流两用焊机,ZXE1-400,32KVA,浙江东海电焊机厂,1999-07,赤壁子公司,103#,2000-04,2000-04,C,自动化、半自动化控制设备,9214.46,完好,在用, ,12,,111,0.0,设备,生产,,
2878,,5804097,,交直流两用焊机,ZXE1-400,32KVA,浙江东海电焊机厂,1999-07,赤壁子公司,103#,2000-04,2000-04,C,自动化、半自动化控制设备,9214.47,完好,在用, ,12,,116,0.0,设备,生产,,
2879,,5804096,,交直流两用焊机,ZXE1-400,32KVA,浙江东海电焊机厂,1999-07,赤壁子公司,103#,2000-04,2000-04,C,自动化、半自动化控制设备,9214.47,完好,在用, ,12,,112,0.0,设备,生产,,
2880,,2103001,,单主梁门式起重机,20/5T×22M跨,20/5T 堆料场,武汉冶金制造公司,1999-04,赤壁子公司,赤壁厂区堆场,1999-11,1999-11,B,运输设备,1392308.47,完好,封存,2021-09-23,12,,99-010,569949.94,设备,生产,,
2881,,1604007,净值为0,九辊校平机,W18-30×2000,30×2000m,长沙重型机器厂,1999-06,赤壁子公司,产业园007北跨,1999-11,1999-11,B,机械设备,2728305.3,完好,在用, ,14,,99001,0.0,设备,生产,,
2882,,0211001,,端面铣,X3810,1000×3000m,北京第一机床厂,1972-01,赤壁子公司,产业园007车间,1999-11,1999-11,C,机械设备,125386.14,完好,在用, ,14,,,0.0,设备,生产,,
2883,,4509028,,窗式空调,FC-32/(3211),3200W,格力集团,1998-05,赤壁子公司,原物资档案室,1999-08,1999-08,C,动力设备,2480.0,完好,在用, ,14,,851011420,0.0,设备,非生产,,
2885,,5806105,,CO2自动焊机,YD-500KR1VTA,31.9KVA,唐山松下,1998-01,赤壁子公司,,1999-03,1999-03,C,自动化、半自动化控制设备,25930.0,完好,在用, ,12,,Y5356,0.0,设备,生产,,
2886,,2101024,,双梁吊钩式起重机,QD10/16.5,10/16.5M/12M,武汉冶金制造公司,1998-08,赤壁子公司,103新北跨西,1999-03,1999-03,B,运输设备,306791.3,完好,在用, ,12,,98-032,0.0,设备,生产,,
2888,,2101026,,双梁吊钩桥式起重机,QD10×22.5,10T/22.5M/9M,武汉冶金制造公司,1999-01,赤壁子公司,产业园001车间北跨中,1999-01,1999-01,B,运输设备,323876.5,完好,在用, ,12,,99-003,0.0,设备,生产,,
2889,,5101010,,变压器,S9-800/10-0.4,800KVA,武汉变压器厂,1996-01,赤壁子公司,108配电站,1999-01,1999-01,C,变电配电设备,80950.0,完好,在用, ,18,,961142,0.0,设备,生产,,
2890,,4509026,,窗式空调,KCD-31/(3121,3100/2600,格力公司,1998-01,赤壁子公司,理化室,1999-01,1999-01,C,动力设备,2400.0,完好,在用, ,14,,851619541,0.0,设备,非生产,,
2891,,2101025,,双梁吊钩桥式起重机,QD10/16.5,10T/16.5M/9M,武汉冶金制造公司,1999-01,赤壁子公司,103  北跨西头,1999-01,1999-01,B,运输设备,278391.93,完好,在用, ,12,,99-002,0.0,设备,生产,,
2892,,0504016,净值为0,摇臂钻床,Z3063×20/1,Φ63×2000mm,中捷摇臂钻床厂,1998-06,赤壁子公司,产业园03北跨,1998-11,1998-11,C,机械设备,154436.75,完好,在用, ,14,,806018,0.0,设备,生产,,
2893,,5804095,,可控硅弧焊整流器,ZX5-630,48KVA,武汉华中电焊机厂,1997-09,赤壁子公司,107,1998-09,1998-09,C,自动化、半自动化控制设备,12600.0,完好,在用, ,12,,9803180,0.0,设备,生产,,
2894,,5799001,,温控箱,LWK-3X220-A,,苏州市吴江电热电气厂,1998-01,赤壁子公司,产业园002,1998-09,1998-09,C,发电及供热设备,7320.0,完好,封存,2021-09-23,12,,9801005,0.0,设备,生产,,
2895,,5117025,,静电电容柜,BJZK-3(改),410千乏X400V,中国长城电气开关厂,1998-05,赤壁子公司,喷丸配电,1998-09,1998-09,C,变电配电设备,38000.0,完好,在用, ,18,,,0.0,设备,生产,,
2896,,5117024,,静电电容柜,BJZK-3(改),410千乏X400V,中国长城电气开关厂,1998-05,赤壁子公司,喷丸配电,1998-09,1998-09,C,变电配电设备,38000.0,完好,在用, ,18,,,0.0,设备,生产,,
2897,,5117023,,低压配电屏,BSL-12-5,400V/3-2,中国长城电气开关厂,1998-05,赤壁子公司,喷丸配电,1998-09,1998-09,C,变电配电设备,7200.0,完好,在用, ,18,,,0.0,设备,生产,,
2898,,4509025,,窗式空调,KC-35/A2,3500W,广东华宝空调器厂,1998-08,赤壁子公司,质保部,1998-09,1998-09,C,动力设备,2350.0,完好,在用, ,14,,0034148,0.0,设备,非生产,,
2899,,4509024,,窗式空调,KC-35/A2,3500W,广东华宝空调器厂,1998-08,赤壁子公司,质保部,1998-09,1998-09,C,动力设备,2350.0,完好,在用, ,14,,0030784,0.0,设备,非生产,,
2908,,1305003,净值为0,双动薄板拉伸液压机,Y28-630/1030,1000t,天津锻压机床厂,1995-01,赤壁子公司,下料分厂,1998-01,1998-01,B,机械设备,3419182.1,完好,封存,2021-09-23,14,,95-007,0.0,设备,生产,,
2909,,0504014,净值为0,摇臂钻床,Z3063×20/1,63×2000m,中捷友谊厂,1996-12,赤壁子公司,108,1998-01,1998-01,C,机械设备,159347.56,不完好,在用, ,14,,612041,0.0,设备,生产,,
2910,,5804093,,可控硅弧焊整流器,ZX5-630,48KVA,武汉华中电焊机厂,1996-01,赤壁子公司,产业园01车间,1997-11,1997-11,C,自动化、半自动化控制设备,12000.0,完好,在用, ,12,,951280,0.0,设备,生产,,
2912,,5101009,,变压器,S7/315 KVA,315 KVA,武汉变压器厂,1996-04,赤壁子公司,2#站,1997-07,1997-07,C,变电配电设备,26500.0,完好,在用, ,18,,960404,0.0,设备,生产,,
2913,,5101008,,电力变压器,S7/1250KVA,1250KVA,武汉变压器厂,1996-09,赤壁子公司,3#站,1997-07,1997-07,C,变电配电设备,87800.0,完好,在用, ,18,,960973,0.0,设备,生产,,
2915,,0415002,净值为0,高精度工具磨床,MG6025,250×70,武汉机床厂,1996-01,赤壁子公司,产业园03北跨,1997-01,1997-01,C,机械设备,129102.5,完好,封存,2021-09-23,14,,961008,0.0,设备,生产,,
2916,,0299001,,铣边机,XBJ-12,50×11700m,锡山市阳通焊接设备厂,1997-07,赤壁子公司,103,1997-01,1997-01,B,机械设备,405258.12,完好,封存,2021-09-23,14,,7397004,0.0,设备,生产,,
2917,,5812001,,钢板拼板自动焊接机床,NZC3-200/350,3.5X  1.5~6mm,唐山市自动焊接设备司,1996-02,赤壁子公司,舟桥分厂,1996-12,1996-12,C,自动化、半自动化控制设备,296004.93,完好,在用, ,12,,03273,0.0,设备,生产,,
2918,,2101023,,电动吊钩桥式起重机,QD5t/16.5,5t/16.5M,湖北蒲圻起重机械厂,1994-06,赤壁子公司,103,1996-08,1996-08,B,运输设备,215043.55,完好,在用, ,12,,004,193500.0,设备,生产,,
2919,,1305002,净值为0,单动薄板冲压液压机,YT27-800A,800t,天津锻压机床厂,1994-01,赤壁子公司,下料分厂,1996-08,1996-08,B,机械设备,2236437.92,完好,在用, ,14,,1,0.0,设备,生产,,
2922,,2101022,,双梁桥式起重机,QD,10T/16.5M南/西,武汉冶金设备制造厂,1994-07,赤壁子公司,101,1995-07,1995-07,B,运输设备,286081.6,完好,在用, ,12,,94-058,247671.75,设备,生产,,
2925,,6399001,,台车式气保电阻加热炉,RT2-320-9,320KW,武汉电炉厂,1993-12,赤壁子公司,机加分厂,1994-12,1994-12,B,,170799.31,完好,封存,2021-06-23,0,,,0.0,设备,生产,,
2926,,5804079,,交直流两用焊机,ZXE1-400,32KVA,浙江东海电焊机厂,1994-07,赤壁子公司,,1994-12,1994-12,C,自动化、半自动化控制设备,7500.0,完好,在用, ,12,,9407051,0.0,设备,生产,,
2927,,4509011,,空调,KCD-31B,1300(冷)3000热,春兰制冷设备股份公司,1994-07,赤壁子公司,档案管理,1994-12,1994-12,C,动力设备,2820.0,完好,在用, ,14,,941055433,0.0,设备,非生产,,
2928,,7701001,,气瓶试压装置,GL-1/22.5-V,,杭州涂杭气瓶试压机厂,1994-11,赤壁子公司,检测站,1994-12,1994-12,C,通用测试仪器设备,42550.0,完好,封存,2021-09-23,12,,,0.0,设备,生产,,
2929,,5804076,,交直流两用焊机,ZXE1-400,32KVA,浙江东海电焊机厂,1994-07,赤壁子公司,108,1994-12,1994-12,C,自动化、半自动化控制设备,7500.0,完好,封存,2021-09-23,12,,9406043,0.0,设备,生产,,
2930,,5804075,,可控硅弧焊整流器,ZX5-630,48KVA,武汉华中电焊机厂,1994-06,赤壁子公司,车改组,1994-12,1994-12,C,自动化、半自动化控制设备,10500.0,完好,封存,2021-09-23,12,,9404118,0.0,设备,生产,,
2935,,0520001,净值为0,深孔钻镗床,T2120X5000,Φ80X5000,德州机床厂,1989-11,赤壁子公司,107,1994-01,1994-01,B,机械设备,289019.95,完好,在用, ,14,,890166,0.0,设备,生产,,
2937,,0303007,净值为0,牛头刨床,BC6063B,630MM,长沙机床厂,1993-03,赤壁子公司,产业园03北跨,1993-12,1993-12,C,机械设备,40046.48,完好,在用, ,14,,290608,0.0,设备,生产,,
2938,,0203010,净值为0,立式升降台铣床,B1-400K,400X1600,北京第一机床厂,1993-01,赤壁子公司,产业园03北跨,1993-12,1993-12,C,机械设备,161550.36,完好,封存,2021-09-23,14,,930123,0.0,设备,生产,,
2939,,5804072,,交直两用焊机,ZXE1-400,32KVA,浙江东海电焊机厂,1993-08,赤壁子公司,车改组,1993-12,1993-12,C,自动化、半自动化控制设备,7100.0,完好,封存,2020-08-27,12,,9307123,0.0,设备,生产,,
2940,,5804070,,交直两用焊机,ZXE1-400,32KVA,浙江东海电焊机厂,1993-08,赤壁子公司,完整件组,1993-12,1993-12,C,自动化、半自动化控制设备,7100.0,完好,在用, ,12,,9307120,0.0,设备,生产,,
2941,,5804069,,交直两用焊机,ZXE1-400,32KVA,浙江东海电焊机厂,1993-08,赤壁子公司,尖舟,1993-12,1993-12,C,自动化、半自动化控制设备,7100.0,完好,封存,2020-08-27,12,,9307119,0.0,设备,生产,,
2942,,5804068,,交直两用焊机,ZXE1-400,32KVA,浙江东海电焊机厂,1993-08,赤壁子公司,车改组,1993-12,1993-12,C,自动化、半自动化控制设备,7100.0,完好,在用, ,12,,9307116,0.0,设备,生产,,
2943,,5804064,,交直两用焊机,ZXE1-400,32KVA,浙江东海电焊机厂,1993-03,赤壁子公司,方舟,1993-12,1993-12,C,自动化、半自动化控制设备,7100.0,完好,封存,2020-08-27,12,,930354,0.0,设备,生产,,
2946,,5804063,,可控硅整流弧焊机,ZX5-400,24KVA,武汉华中电焊机厂,1993-03,赤壁子公司,,1993-07,1993-07,C,自动化、半自动化控制设备,7800.0,完好,在用, ,12,,331223,0.0,设备,生产,,
2947,,4509005,,空调,KCD-35,3500W,宁波空调器厂,1992-06,赤壁子公司,微机室,1993-07,1993-07,C,动力设备,3900.0,完好,在用, ,14,,923503395,0.0,设备,非生产,,
2948,,0303009,净值为0,牛头刨床,B6066,660MM,青岛生建机械厂,1993-05,赤壁子公司,产业园03北跨,1993-07,1993-07,C,机械设备,41244.25,完好,在用, ,14,,93035,0.0,设备,生产,,
2949,,0303008,净值为0,牛头刨床,B6066,660MM,青岛生建机械厂,1993-05,赤壁子公司,产业园03北跨,1993-07,1993-07,C,机械设备,41244.24,完好,在用, ,14,,93033,0.0,设备,生产,,
2950,,0101011,净值为0,普通车床,C616-1,φ320,济南第一机床厂,1993-03,赤壁子公司,产业园03北跨,1993-07,1993-07,C,机械设备,41169.77,完好,在用, ,14,,03036001,0.0,设备,生产,,
2951,,0101010,净值为0,普通车床,C616-1,φ320,济南第一机床厂,1988-12,赤壁子公司,产业园03北跨,1993-07,1993-07,C,机械设备,33371.09,完好,在用, ,14,,8812807,0.0,设备,生产,,
2952,,4509006,,空调,KCD-35,3500W,宁波空调器厂,1992-06,赤壁子公司,质量处,1993-07,1993-07,C,动力设备,3900.0,完好,在用, ,14,,923503396,0.0,设备,非生产,,
2954,,4509009,,空调,KCD-34,3400W,沈阳空调器厂,1993-04,赤壁子公司,图书室,1993-01,1993-01,C,动力设备,3710.0,完好,在用, ,14,,930401728,0.0,设备,非生产,,
2955,,4509008,,空调,KCD-34,3400W,沈阳空调器厂,1993-04,赤壁子公司,技术2室,1993-01,1993-01,C,动力设备,3710.0,完好,在用, ,14,,930401680,0.0,设备,非生产,,
2956,,4509007,,空调,KCD-34,3400W,沈阳空调器厂,1993-04,赤壁子公司,技术1室,1993-01,1993-01,C,动力设备,3710.0,完好,在用, ,14,,930401269,0.0,设备,非生产,,
2957,,0102019,,高速精密车床,J1MK530,φ530x1500,济南第一机床厂,1992-05,赤壁子公司,产业园03北跨,1993-01,1993-01,C,机械设备,71199.71,完好,在用, ,14,,5488,0.0,设备,生产,,
2959,,4509004,,空调,KCD-34,3400W,沈阳空调器厂,1992-05,赤壁子公司,质量处,1992-12,1992-12,C,动力设备,3980.0,完好,在用, ,14,,201850,0.0,设备,非生产,,
2960,,4509003,,空调,KCD-34,3400W,沈阳空调器厂,1992-05,赤壁子公司,质量处,1992-12,1992-12,C,动力设备,3980.0,完好,在用, ,14,,925000163,0.0,设备,非生产,,
2962,,0516003,净值为0,卧式镗床,TX619A,Φ90,昆明机床厂,1991-09,赤壁子公司,102,1991-12,1991-12,C,机械设备,378398.76,完好,在用, ,14,,910027,0.0,设备,生产,,
2963,,0203009,净值为0,立式升降台铣床,B1-400K,400×1600,北京第一机床厂,1991-09,赤壁子公司,产业园03北跨,1991-12,1991-12,C,机械设备,136338.29,完好,在用, ,14,,910189,0.0,设备,生产,,
2965,,4509002,,空调,CD-1250DD,,珠海都乐制冷设备厂,1990-08,赤壁子公司,计算机室,1991-04,1991-04,C,动力设备,3500.0,完好,在用, ,14,,D-01612,0.0,设备,非生产,,
2966,,0203008,净值为0,立式升降台铣床,B1-400K,400×1600,北京第一机床厂,1990-08,赤壁子公司,产业园03北跨,1990-12,1990-12,C,机械设备,146347.68,完好,在用, ,14,,900040,0.0,设备,生产,,
2967,,0312004,净值为0,插床,B5032A,320,长沙第四机床厂,1990-05,赤壁子公司,产业园03北跨,1990-01,1990-01,C,机械设备,26894.79,完好,在用, ,14,,98080,0.0,设备,生产,,
2969,,0117001,净值为0,数显车床,SK360,Φ360x1500,沈阳第三机床厂,1988-06,赤壁子公司,产业园03北跨,1989-07,1989-07,C,机械设备,34986.6,完好,在用, ,14,,0561,0.0,设备,生产,,
2970,,0103002,,普通车床,CW61100,Φ1000×5000,安阳机床厂,1988-04,赤壁子公司,产业园03北跨,1988-11,1988-11,B,机械设备,273196.29,完好,在用, ,14,,04,0.0,设备,生产,,
2973,,1602001/X,帐外,三芯滚板机,W11-25,25*2000,长治锻压机床厂,1987-08,赤壁子公司,,2013-08,1988-07,C,机械设备,37824.0,完好,封存,2021-09-23,14,,,0.0,设备,生产,,
2974,,8699001,,激光经纬仪,JZ-JC,,苏州一光厂,1988-04,赤壁子公司,检验科,1988-06,1988-06,C,电子仪表电讯工业专用设备,7000.0,不完好,在用, ,5,,027533,0.0,设备,生产,,
